Transaction ID,Date,City,Branch,Shop Name,Product ID,Product Category,Unit Price,Qty Sold,Revenue,Profit,Weekday,Year,Month
CUS2108,44483,Seattle,Pike Place,Perk Café,COF001,Desserts,3.5,1,3.5,1.225,Thu,2021,Oct
CUS2109,45171,Los Angeles,Venice Beach,Coffee House,SPC001,Specialty Drinks,2,1,2,0.7,Sat,2023,Sep
CUS2110,44655,Seattle,Pike Place,Perk Café,CLD001,Tea Beverages,3.5,1,3.5,1.225,Mon,2022,Apr
CUS2111,44266,Seattle,Pike Place,Perk Café,SKT001,Tea Beverages,3,2,6,2.1,Thu,2021,Mar
CUS2112,44859,New York,Brooklyn,Sip & Savor,TEA001,Tea Beverages,2.55,2,5.1,1.785,Tue,2022,Oct
CUS2113,44200,Los Angeles,Hollywood Hills,Hills Cafe,SND001,Coffee Beverages,2.5,1,2.5,0.875,Mon,2021,Jan
CUS2114,44470,Los Angeles,Venice Beach,Beach Cafe,COF001,Tea Beverages,3.25,1,3.25,1.1375,Fri,2021,Oct
CUS2115,44256,Austin,Central Park,Delight Café,CLD001,Snacks,3,2,6,2.1,Mon,2021,Mar
CUS2116,44468,Seattle,Pike Place,Perk Café,DES001,Cold Drinks,3,1,3,1.05,Wed,2021,Sep
CUS2117,44614,New York,Central Park,C P Coffee ,COF001,Specialty Drinks,3,2,6,2.1,Tue,2022,Feb
CUS2118,44707,Chicago,Madison Street,Park Brew,COF001,Desserts,4.5,1,4.5,1.575,Thu,2022,May
CUS2119,44963,Seattle,Capitol Hill,Brew Cafe,TEA001,Specialty Drinks,2.5,2,5,1.75,Mon,2023,Feb
CUS2120,44889,Seattle,Capitol Hill,Brew Cafe,TEA001,Desserts,4.5,2,9,3.15,Thu,2022,Nov
CUS2121,44761,New York,Central Park,C P Coffee ,SKT001,Coffee Beverages,3.75,1,3.75,1.3125,Tue,2022,Jul
CUS2122,44889,New York,Brooklyn,Sip & Savor,COF001,Specialty Drinks,3,1,3,1.05,Thu,2022,Nov
CUS2123,44458,Seattle,Pike Place,Perk Café,SKT001,Snacks,2.55,2,5.1,1.785,Sun,2021,Sep
CUS2124,44958,Los Angeles,Capitol Hill,Espresso,SPC001,Specialty Drinks,4.25,1,4.25,1.4875,Wed,2023,Feb
CUS2125,44263,Los Angeles,Venice Beach,Beach Cafe,DES001,Specialty Drinks,3.75,2,7.5,2.625,Mon,2021,Mar
CUS2126,44428,New York,Central Park,TSQ Brew,SKT001,Coffee Beverages,2.5,1,2.5,0.875,Fri,2021,Aug
CUS2127,44939,Chicago,Michigan Avenue,Magnificent Mile Cafe,SND001,Specialty Drinks,3,1,3,1.05,Fri,2023,Jan
CUS2128,44883,New York,Brooklyn,Beanery,SPC001,Snacks,3.5,1,3.5,1.225,Fri,2022,Nov
CUS2129,45002,Chicago,Madison Street,Park Brew,SPC001,Specialty Drinks,4.25,1,4.25,1.4875,Fri,2023,Mar
CUS2130,44622,Los Angeles,Venice Beach,Beach Cafe,CLD001,Tea Beverages,3,2,6,2.1,Wed,2022,Mar
CUS2131,44788,Chicago,Michigan Avenue,Magnificent Mile Cafe,DES001,Specialty Drinks,2.5,2,5,1.75,Mon,2022,Aug
CUS2132,44277,Austin,Central Park,Suburban Sip Spot,TEA001,Desserts,2.5,2,5,1.75,Mon,2021,Mar
CUS2133,44698,Chicago,Madison Street,Park Roaste,DES001,Specialty Drinks,2.5,2,5,1.75,Tue,2022,May
CUS2134,44216,Austin,Central Park,Suburban Sip Spot,DES001,Cold Drinks,3,1,3,1.05,Wed,2021,Jan
CUS2135,44246,New York,Brooklyn,Sip & Savor,SKT001,Sandwiches ,3,1,3,1.05,Fri,2021,Feb
CUS2136,45004,Austin,Zilker Park,Lakeside Brew ,CLD001,Tea Beverages,3.5,1,3.5,1.225,Sun,2023,Mar
CUS2137,44286,Los Angeles,Venice Beach,Coffee House,SND001,Snacks,2.5,2,5,1.75,Wed,2021,Mar
CUS2138,44578,Los Angeles,Capitol Hill,Espresso,DES001,Tea Beverages,3,2,6,2.1,Mon,2022,Jan
CUS2139,45236,Chicago,Michigan Avenue,Loop Latte Lounge,SKT001,Specialty Drinks,3.75,2,7.5,2.625,Mon,2023,Nov
CUS2140,45220,New York,Central Park,TSQ Brew,DES001,Snacks,3.75,2,7.5,2.625,Sat,2023,Oct
CUS2141,45058,Los Angeles,Venice Beach,Coffee House,SND001,Desserts,2,2,4,1.4,Fri,2023,May
CUS2142,44780,Austin,Central Park,Delight Café,COF001,Snacks,4.25,1,4.25,1.4875,Sun,2022,Aug
CUS2143,45157,Chicago,Madison Street,Park Roaste,DES001,Sandwiches ,4.5,1,4.5,1.575,Sat,2023,Aug
CUS2144,45087,Los Angeles,Capitol Hill,Espresso,CLD001,Sandwiches ,4.5,2,9,3.15,Sat,2023,Jun
CUS2145,44937,Austin,Zilker Park,Lakeside Brew ,SPC001,Specialty Drinks,4.5,1,4.5,1.575,Wed,2023,Jan
CUS2146,44629,Chicago,Madison Street,Park Roaste,CLD001,Tea Beverages,3,1,3,1.05,Wed,2022,Mar
CUS2147,44820,New York,Brooklyn,Sip & Savor,CLD001,Desserts,3.75,1,3.75,1.3125,Fri,2022,Sep
CUS2148,45107,Chicago,Madison Street,Park Brew,TEA001,Tea Beverages,3.5,2,7,2.45,Fri,2023,Jun
CUS2149,45254,Chicago,Madison Street,Park Brew,DES001,Cold Drinks,2.55,1,2.55,0.8925,Fri,2023,Nov
CUS2150,44283,Chicago,Madison Street,Park Brew,SND001,Snacks,3.25,1,3.25,1.1375,Sun,2021,Mar
CUS2151,44879,Chicago,Madison Street,Park Brew,CLD001,Desserts,3.1,1,3.1,1.085,Mon,2022,Nov
CUS2152,44962,New York,Central Park,C P Coffee ,SND001,Cold Drinks,3,1,3,1.05,Sun,2023,Feb
CUS2153,44897,Los Angeles,Capitol Hill,Espresso,CLD001,Sandwiches ,3.25,1,3.25,1.1375,Fri,2022,Dec
CUS2154,44271,Los Angeles,Venice Beach,Coffee House,SPC001,Snacks,4.75,1,4.75,1.6625,Tue,2021,Mar
CUS2155,44492,New York,Central Park,C P Coffee ,SND001,Desserts,2,2,4,1.4,Sat,2021,Oct
CUS2156,44632,Austin,Central Park,Suburban Sip Spot,SND001,Specialty Drinks,4.75,2,9.5,3.325,Sat,2022,Mar
CUS2157,45027,New York,Brooklyn,Sip & Savor,SKT001,Coffee Beverages,3,2,6,2.1,Tue,2023,Apr
CUS2158,44368,Austin,Central Park,Suburban Sip Spot,SKT001,Cold Drinks,3.25,1,3.25,1.1375,Mon,2021,Jun
CUS2159,45169,Austin,Central Park,Delight Café,DES001,Snacks,3,1,3,1.05,Thu,2023,Aug
CUS2160,44419,Chicago,Michigan Avenue,Magnificent Mile Cafe,SKT001,Cold Drinks,2.5,2,5,1.75,Wed,2021,Aug
CUS2161,44370,Chicago,Michigan Avenue,Loop Latte Lounge,CLD001,Tea Beverages,2.5,2,5,1.75,Wed,2021,Jun
CUS2162,44963,Los Angeles,Capitol Hill,Espresso,CLD001,Cold Drinks,3,1,3,1.05,Mon,2023,Feb
CUS2163,45002,Los Angeles,Capitol Hill,Espresso,SND001,Cold Drinks,4.5,2,9,3.15,Fri,2023,Mar
CUS2164,44596,Los Angeles,Venice Beach,Coffee House,COF001,Specialty Drinks,2.5,2,5,1.75,Fri,2022,Feb
CUS2165,44629,New York,Central Park,C P Coffee ,COF001,Snacks,3,2,6,2.1,Wed,2022,Mar
CUS2166,44893,Seattle,Capitol Hill,Brew Cafe,TEA001,Tea Beverages,3.25,1,3.25,1.1375,Mon,2022,Nov
CUS2167,45238,Chicago,Madison Street,Park Brew,CLD001,Cold Drinks,2.5,1,2.5,0.875,Wed,2023,Nov
CUS2168,44624,Chicago,Madison Street,Park Roaste,COF001,Cold Drinks,3.75,1,3.75,1.3125,Fri,2022,Mar
CUS2169,44527,Los Angeles,Venice Beach,Coffee House,COF001,Snacks,3,2,6,2.1,Sat,2021,Nov
CUS2170,44712,Austin,Central Park,Delight Café,COF001,Snacks,3,1,3,1.05,Tue,2022,May
CUS2171,44684,New York,Central Park,C P Coffee ,TEA001,Specialty Drinks,3,1,3,1.05,Tue,2022,May
CUS2172,44839,Chicago,Michigan Avenue,Magnificent Mile Cafe,CLD001,Cold Drinks,2,1,2,0.7,Wed,2022,Oct
CUS2173,44780,Los Angeles,Hollywood Hills,Hills Cafe,TEA001,Coffee Beverages,2,2,4,1.4,Sun,2022,Aug
CUS2174,45170,Los Angeles,Capitol Hill,Espresso,DES001,Specialty Drinks,3,1,3,1.05,Fri,2023,Sep
CUS2175,44703,Los Angeles,Venice Beach,Beach Cafe,SKT001,Tea Beverages,2.2,1,2.2,0.77,Sun,2022,May
CUS2176,44974,Austin,Central Park,Suburban Sip Spot,SND001,Coffee Beverages,2.5,1,2.5,0.875,Fri,2023,Feb
CUS2177,44801,Chicago,Michigan Avenue,Loop Latte Lounge,COF001,Sandwiches ,2.5,2,5,1.75,Sun,2022,Aug
CUS2178,44466,Chicago,Madison Street,Park Brew,CLD001,Coffee Beverages,2.5,1,2.5,0.875,Mon,2021,Sep
CUS2179,44454,New York,Brooklyn,Sip & Savor,COF001,Tea Beverages,2.5,1,2.5,0.875,Wed,2021,Sep
CUS2180,44573,New York,Central Park,C P Coffee ,TEA001,Coffee Beverages,3,1,3,1.05,Wed,2022,Jan
CUS2181,45154,Austin,Central Park,Delight Café,SPC001,Desserts,4,1,4,1.4,Wed,2023,Aug
CUS2182,45046,New York,Brooklyn,Sip & Savor,COF001,Specialty Drinks,2.5,1,2.5,0.875,Sun,2023,Apr
CUS2183,45119,Austin,Central Park,Delight Café,DES001,Tea Beverages,2.5,2,5,1.75,Wed,2023,Jul
CUS2184,44425,New York,Brooklyn,Sip & Savor,SPC001,Cold Drinks,4.5,2,9,3.15,Tue,2021,Aug
CUS2185,44901,Los Angeles,Hollywood Hills,Hills Cafe,DES001,Desserts,3,2,6,2.1,Tue,2022,Dec
CUS2186,44453,Chicago,Madison Street,Park Brew,CLD001,Specialty Drinks,2.5,2,5,1.75,Tue,2021,Sep
CUS2187,44230,Los Angeles,Hollywood Hills,Hills Cafe,TEA001,Snacks,4,2,8,2.8,Wed,2021,Feb
CUS2188,44475,Los Angeles,Capitol Hill,Espresso,COF001,Desserts,3,2,6,2.1,Wed,2021,Oct
CUS2189,44560,Los Angeles,Venice Beach,Beach Cafe,CLD001,Desserts,3,2,6,2.1,Thu,2021,Dec
CUS2190,45031,Seattle,Pike Place,Perk Café,SKT001,Sandwiches ,3,2,6,2.1,Sat,2023,Apr
CUS2191,44302,New York,Central Park,C P Coffee ,CLD001,Snacks,3.75,1,3.75,1.3125,Fri,2021,Apr
CUS2192,44889,Los Angeles,Venice Beach,Coffee House,TEA001,Coffee Beverages,3,1,3,1.05,Thu,2022,Nov
CUS2193,45125,Austin,Central Park,Suburban Sip Spot,SPC001,Specialty Drinks,3.5,1,3.5,1.225,Tue,2023,Jul
CUS2194,44778,Los Angeles,Venice Beach,Coffee House,SPC001,Coffee Beverages,3.75,1,3.75,1.3125,Fri,2022,Aug
CUS2195,44405,Seattle,Capitol Hill,Brew Cafe,CLD001,Snacks,3,1,3,1.05,Wed,2021,Jul
CUS2196,44252,Chicago,Madison Street,Park Brew,SKT001,Snacks,2.45,1,2.45,0.8575,Thu,2021,Feb
CUS2197,44609,Chicago,Madison Street,Park Roaste,SPC001,Desserts,3.75,1,3.75,1.3125,Thu,2022,Feb
CUS2198,45105,New York,Central Park,C P Coffee ,CLD001,Tea Beverages,3,2,6,2.1,Wed,2023,Jun
CUS2199,44352,Austin,Central Park,Suburban Sip Spot,SPC001,Tea Beverages,3,2,6,2.1,Sat,2021,Jun
CUS2200,45122,Austin,Zilker Park,Lakeside Brew ,TEA001,Cold Drinks,4,1,4,1.4,Sat,2023,Jul
CUS2201,44768,Los Angeles,Hollywood Hills,Hills Cafe,CLD001,Desserts,2.55,1,2.55,0.8925,Tue,2022,Jul
CUS2202,45018,Chicago,Madison Street,Park Brew,CLD001,Coffee Beverages,2.5,2,5,1.75,Sun,2023,Apr
CUS2203,44389,Los Angeles,Venice Beach,Coffee House,SND001,Sandwiches ,2.5,1,2.5,0.875,Mon,2021,Jul
CUS2204,45157,Austin,Central Park,Suburban Sip Spot,SND001,Snacks,3.75,2,7.5,2.625,Sat,2023,Aug
CUS2205,45090,Chicago,Madison Street,Park Roaste,TEA001,Coffee Beverages,3.5,1,3.5,1.225,Tue,2023,Jun
CUS2206,44397,Los Angeles,Hollywood Hills,Hills Cafe,SKT001,Snacks,3.25,1,3.25,1.1375,Tue,2021,Jul
CUS2207,44849,Austin,Central Park,Suburban Sip Spot,SKT001,Cold Drinks,3,1,3,1.05,Sat,2022,Oct
CUS2208,45046,New York,Central Park,TSQ Brew,SKT001,Snacks,2.5,2,5,1.75,Sun,2023,Apr
CUS2209,45156,Los Angeles,Venice Beach,Coffee House,SKT001,Cold Drinks,3,1,3,1.05,Fri,2023,Aug
CUS2210,44752,Seattle,Capitol Hill,Brew Cafe,TEA001,Specialty Drinks,2.2,1,2.2,0.77,Sun,2022,Jul
CUS2211,44220,Chicago,Madison Street,Park Roaste,SND001,Cold Drinks,4.25,2,8.5,2.975,Sun,2021,Jan
CUS2212,44755,New York,Brooklyn,Sip & Savor,SPC001,Snacks,2.5,2,5,1.75,Wed,2022,Jul
CUS2213,45082,Austin,Central Park,Suburban Sip Spot,DES001,Tea Beverages,3,2,6,2.1,Mon,2023,Jun
CUS2214,45093,Austin,Zilker Park,Lakeside Brew ,SPC001,Tea Beverages,3.75,1,3.75,1.3125,Fri,2023,Jun
CUS2215,45060,New York,Central Park,C P Coffee ,DES001,Coffee Beverages,3,1,3,1.05,Sun,2023,May
CUS2216,44540,Los Angeles,Capitol Hill,Espresso,DES001,Sandwiches ,3,2,6,2.1,Fri,2021,Dec
CUS2217,45209,Chicago,Madison Street,Park Brew,DES001,Specialty Drinks,2.5,1,2.5,0.875,Tue,2023,Oct
CUS2218,44388,Los Angeles,Venice Beach,Coffee House,COF001,Specialty Drinks,2,2,4,1.4,Sun,2021,Jul
CUS2219,44512,Austin,Zilker Park,Lakeside Brew ,SKT001,Tea Beverages,2,2,4,1.4,Fri,2021,Nov
CUS2220,45102,Los Angeles,Venice Beach,Coffee House,SPC001,Snacks,3.75,2,7.5,2.625,Sun,2023,Jun
CUS2221,44291,Austin,Central Park,Delight Café,CLD001,Coffee Beverages,3,2,6,2.1,Mon,2021,Apr
CUS2222,44856,Chicago,Michigan Avenue,Magnificent Mile Cafe,DES001,Specialty Drinks,3,2,6,2.1,Sat,2022,Oct
CUS2223,44775,Chicago,Michigan Avenue,Loop Latte Lounge,COF001,Specialty Drinks,3,2,6,2.1,Tue,2022,Aug
CUS2224,45013,Chicago,Madison Street,Park Roaste,SKT001,Tea Beverages,2.5,1,2.5,0.875,Tue,2023,Mar
CUS2225,44266,Los Angeles,Venice Beach,Coffee House,SPC001,Desserts,3,2,6,2.1,Thu,2021,Mar
CUS2226,44210,Los Angeles,Venice Beach,Coffee House,SPC001,Desserts,3,2,6,2.1,Thu,2021,Jan
CUS2227,44403,Los Angeles,Capitol Hill,Espresso,SPC001,Sandwiches ,3.75,2,7.5,2.625,Mon,2021,Jul
CUS2228,44748,Seattle,Capitol Hill,Brew Cafe,TEA001,Coffee Beverages,3.5,2,7,2.45,Wed,2022,Jul
CUS2229,45074,Chicago,Madison Street,Park Roaste,SKT001,Cold Drinks,3,2,6,2.1,Sun,2023,May
CUS2230,44407,New York,Brooklyn,Sip & Savor,SPC001,Coffee Beverages,2.5,1,2.5,0.875,Fri,2021,Jul
CUS2231,44443,Los Angeles,Venice Beach,Coffee House,SKT001,Coffee Beverages,3,2,6,2.1,Sat,2021,Sep
CUS2232,45065,Los Angeles,Hollywood Hills,Hills Cafe,TEA001,Desserts,3.75,1,3.75,1.3125,Fri,2023,May
CUS2233,44519,Los Angeles,Capitol Hill,Espresso,TEA001,Sandwiches ,2.5,1,2.5,0.875,Fri,2021,Nov
CUS2234,45186,New York,Brooklyn,Beanery,SPC001,Tea Beverages,3.25,1,3.25,1.1375,Sun,2023,Sep
CUS2235,44374,New York,Central Park,TSQ Brew,SKT001,Specialty Drinks,4.75,2,9.5,3.325,Sun,2021,Jun
CUS2236,44279,Los Angeles,Hollywood Hills,Hills Cafe,DES001,Coffee Beverages,3.75,2,7.5,2.625,Wed,2021,Mar
CUS2237,44666,Seattle,Pike Place,Perk Café,DES001,Coffee Beverages,4.5,1,4.5,1.575,Fri,2022,Apr
CUS2238,45049,New York,Central Park,TSQ Brew,SPC001,Coffee Beverages,3,2,6,2.1,Wed,2023,May
CUS2239,45024,Los Angeles,Venice Beach,Beach Cafe,SKT001,Snacks,2.5,1,2.5,0.875,Sat,2023,Apr
CUS2240,45253,Los Angeles,Hollywood Hills,Hills Cafe,SKT001,Tea Beverages,3,2,6,2.1,Thu,2023,Nov
CUS2241,45205,Austin,Central Park,Suburban Sip Spot,DES001,Specialty Drinks,4.25,2,8.5,2.975,Fri,2023,Oct
CUS2242,44826,New York,Central Park,C P Coffee ,SPC001,Coffee Beverages,3.25,1,3.25,1.1375,Thu,2022,Sep
CUS2243,45253,New York,Brooklyn,Beanery,COF001,Coffee Beverages,2.5,1,2.5,0.875,Thu,2023,Nov
CUS2244,44602,Los Angeles,Venice Beach,Coffee House,CLD001,Snacks,3,1,3,1.05,Thu,2022,Feb
CUS2245,44443,New York,Brooklyn,Sip & Savor,TEA001,Cold Drinks,2.2,2,4.4,1.54,Sat,2021,Sep
CUS2246,45283,Chicago,Michigan Avenue,Loop Latte Lounge,SND001,Sandwiches ,3,1,3,1.05,Sat,2023,Dec
CUS2247,45034,Austin,Central Park,Delight Café,TEA001,Tea Beverages,3,2,6,2.1,Tue,2023,Apr
CUS2248,45031,Chicago,Madison Street,Park Roaste,SKT001,Tea Beverages,3.5,1,3.5,1.225,Sat,2023,Apr
CUS2249,44713,Austin,Central Park,Suburban Sip Spot,COF001,Coffee Beverages,4.25,1,4.25,1.4875,Wed,2022,Jun
CUS2250,44827,Austin,Central Park,Delight Café,TEA001,Snacks,3.5,2,7,2.45,Fri,2022,Sep
CUS2251,45113,Seattle,Pike Place,Perk Café,TEA001,Cold Drinks,2.5,2,5,1.75,Thu,2023,Jul
CUS2252,44344,Los Angeles,Hollywood Hills,Hills Cafe,SND001,Coffee Beverages,3,2,6,2.1,Fri,2021,May
CUS2253,45059,Chicago,Michigan Avenue,Loop Latte Lounge,DES001,Sandwiches ,3,1,3,1.05,Sat,2023,May
CUS2254,44945,Los Angeles,Venice Beach,Beach Cafe,COF001,Specialty Drinks,3,2,6,2.1,Thu,2023,Jan
CUS2255,44446,Austin,Zilker Park,Lakeside Brew ,CLD001,Tea Beverages,3,1,3,1.05,Tue,2021,Sep
CUS2256,44654,Austin,Zilker Park,Lakeside Brew ,TEA001,Coffee Beverages,2,2,4,1.4,Sun,2022,Apr
CUS2257,44913,Los Angeles,Venice Beach,Coffee House,COF001,Tea Beverages,3.75,2,7.5,2.625,Sun,2022,Dec
CUS2258,45138,Austin,Central Park,Suburban Sip Spot,COF001,Coffee Beverages,3,1,3,1.05,Mon,2023,Jul
CUS2259,44335,New York,Central Park,TSQ Brew,SKT001,Specialty Drinks,2.5,1,2.5,0.875,Wed,2021,May
CUS2260,45055,Austin,Central Park,Suburban Sip Spot,COF001,Snacks,2,2,4,1.4,Tue,2023,May
CUS2261,45160,Los Angeles,Venice Beach,Beach Cafe,TEA001,Snacks,3.1,1,3.1,1.085,Tue,2023,Aug
CUS2262,44534,Chicago,Michigan Avenue,Magnificent Mile Cafe,SKT001,Coffee Beverages,3.25,1,3.25,1.1375,Sat,2021,Dec
CUS2263,44204,New York,Central Park,TSQ Brew,DES001,Tea Beverages,3.1,2,6.2,2.17,Fri,2021,Jan
CUS2264,44244,Seattle,Capitol Hill,Brew Cafe,COF001,Snacks,3,1,3,1.05,Wed,2021,Feb
CUS2265,45029,Austin,Central Park,Delight Café,TEA001,Snacks,2.5,1,2.5,0.875,Thu,2023,Apr
CUS2266,44277,Los Angeles,Hollywood Hills,Hills Cafe,TEA001,Specialty Drinks,2.5,1,2.5,0.875,Mon,2021,Mar
CUS2267,45283,Los Angeles,Venice Beach,Coffee House,COF001,Coffee Beverages,3,1,3,1.05,Sat,2023,Dec
CUS2268,45111,Los Angeles,Venice Beach,Coffee House,SKT001,Snacks,4.5,1,4.5,1.575,Tue,2023,Jul
CUS2269,44224,Los Angeles,Hollywood Hills,Hills Cafe,TEA001,Coffee Beverages,3.1,1,3.1,1.085,Thu,2021,Jan
CUS2270,44340,Los Angeles,Venice Beach,Beach Cafe,SKT001,Sandwiches ,3.75,1,3.75,1.3125,Mon,2021,May
CUS2271,44707,New York,Brooklyn,Sip & Savor,SND001,Cold Drinks,3,1,3,1.05,Thu,2022,May
CUS2272,44687,Los Angeles,Venice Beach,Coffee House,COF001,Sandwiches ,3.5,1,3.5,1.225,Fri,2022,May
CUS2273,44757,Austin,Central Park,Suburban Sip Spot,SPC001,Coffee Beverages,3.75,1,3.75,1.3125,Fri,2022,Jul
CUS2274,44985,Los Angeles,Venice Beach,Coffee House,SPC001,Desserts,3,2,6,2.1,Tue,2023,Feb
CUS2275,44402,Chicago,Michigan Avenue,Loop Latte Lounge,CLD001,Specialty Drinks,4.25,1,4.25,1.4875,Sun,2021,Jul
CUS2276,45223,Chicago,Michigan Avenue,Loop Latte Lounge,SPC001,Cold Drinks,2.5,2,5,1.75,Tue,2023,Oct
CUS2277,44898,New York,Central Park,C P Coffee ,TEA001,Cold Drinks,3,2,6,2.1,Sat,2022,Dec
CUS2278,44843,Chicago,Madison Street,Park Roaste,TEA001,Tea Beverages,2.5,1,2.5,0.875,Sun,2022,Oct
CUS2279,44360,Chicago,Michigan Avenue,Loop Latte Lounge,SKT001,Snacks,3.75,2,7.5,2.625,Sun,2021,Jun
CUS2280,44471,Chicago,Madison Street,Park Roaste,SND001,Sandwiches ,2.2,1,2.2,0.77,Sat,2021,Oct
CUS2281,44227,New York,Brooklyn,Sip & Savor,DES001,Specialty Drinks,3.75,1,3.75,1.3125,Sun,2021,Jan
CUS2282,45018,Seattle,Capitol Hill,Brew Cafe,SND001,Specialty Drinks,4,2,8,2.8,Sun,2023,Apr
CUS2283,45052,Seattle,Capitol Hill,Brew Cafe,DES001,Desserts,2.55,1,2.55,0.8925,Sat,2023,May
CUS2284,45252,Chicago,Michigan Avenue,Loop Latte Lounge,SND001,Snacks,2.2,2,4.4,1.54,Wed,2023,Nov
CUS2285,45147,Seattle,Pike Place,Perk Café,TEA001,Cold Drinks,2.5,1,2.5,0.875,Wed,2023,Aug
CUS2286,45270,Los Angeles,Capitol Hill,Espresso,SND001,Sandwiches ,3.5,1,3.5,1.225,Sun,2023,Dec
CUS2287,44937,Los Angeles,Capitol Hill,Espresso,COF001,Sandwiches ,3,2,6,2.1,Wed,2023,Jan
CUS2288,44366,Los Angeles,Venice Beach,Beach Cafe,TEA001,Sandwiches ,2.5,2,5,1.75,Sat,2021,Jun
CUS2289,45178,Chicago,Michigan Avenue,Magnificent Mile Cafe,COF001,Tea Beverages,3.1,1,3.1,1.085,Sat,2023,Sep
CUS2290,44632,Chicago,Michigan Avenue,Magnificent Mile Cafe,CLD001,Cold Drinks,3,1,3,1.05,Sat,2022,Mar
CUS2291,44375,New York,Brooklyn,Sip & Savor,TEA001,Tea Beverages,4.5,2,9,3.15,Mon,2021,Jun
CUS2292,44473,Seattle,Pike Place,Perk Café,DES001,Specialty Drinks,3,1,3,1.05,Mon,2021,Oct
CUS2293,44613,Austin,Central Park,Suburban Sip Spot,SPC001,Tea Beverages,4.5,2,9,3.15,Mon,2022,Feb
CUS2294,44406,Austin,Central Park,Delight Café,SPC001,Snacks,4.75,2,9.5,3.325,Thu,2021,Jul
CUS2295,45009,New York,Brooklyn,Sip & Savor,CLD001,Coffee Beverages,3,1,3,1.05,Fri,2023,Mar
CUS2296,44933,Austin,Central Park,Suburban Sip Spot,SND001,Cold Drinks,3,1,3,1.05,Sat,2023,Jan
CUS2297,45197,Austin,Central Park,Suburban Sip Spot,SPC001,Sandwiches ,3.75,1,3.75,1.3125,Thu,2023,Sep
CUS2298,44566,New York,Brooklyn,Sip & Savor,DES001,Specialty Drinks,3,1,3,1.05,Wed,2022,Jan
CUS2299,44976,Seattle,Pike Place,Perk Café,TEA001,Desserts,2.5,1,2.5,0.875,Sun,2023,Feb
CUS2300,44344,Los Angeles,Capitol Hill,Espresso,CLD001,Tea Beverages,3,1,3,1.05,Fri,2021,May
CUS2301,44885,Los Angeles,Hollywood Hills,Hills Cafe,SND001,Sandwiches ,3.25,1,3.25,1.1375,Sun,2022,Nov
CUS2302,44458,Los Angeles,Venice Beach,Coffee House,DES001,Desserts,3.5,2,7,2.45,Sun,2021,Sep
CUS2303,44766,New York,Brooklyn,Beanery,SPC001,Desserts,2.5,2,5,1.75,Sun,2022,Jul
CUS2304,44428,Los Angeles,Venice Beach,Beach Cafe,SND001,Tea Beverages,3,2,6,2.1,Fri,2021,Aug
CUS2305,45247,Austin,Central Park,Delight Café,TEA001,Snacks,3.5,1,3.5,1.225,Fri,2023,Nov
CUS2306,45052,New York,Brooklyn,Sip & Savor,SKT001,Specialty Drinks,3.5,1,3.5,1.225,Sat,2023,May
CUS2307,44858,Los Angeles,Capitol Hill,Espresso,CLD001,Snacks,3.5,2,7,2.45,Mon,2022,Oct
CUS2308,45017,Chicago,Michigan Avenue,Loop Latte Lounge,SKT001,Snacks,3.5,2,7,2.45,Sat,2023,Apr
CUS2309,44970,Chicago,Madison Street,Park Roaste,SKT001,Snacks,3,2,6,2.1,Mon,2023,Feb
CUS2310,45172,New York,Brooklyn,Beanery,CLD001,Tea Beverages,2.5,2,5,1.75,Sun,2023,Sep
CUS2311,44767,Chicago,Michigan Avenue,Magnificent Mile Cafe,SND001,Snacks,3.5,1,3.5,1.225,Mon,2022,Jul
CUS2312,44352,Austin,Central Park,Delight Café,CLD001,Desserts,4.25,2,8.5,2.975,Sat,2021,Jun
CUS2313,45236,Chicago,Madison Street,Park Roaste,SND001,Cold Drinks,3,2,6,2.1,Mon,2023,Nov
CUS2314,45116,Chicago,Michigan Avenue,Magnificent Mile Cafe,SPC001,Desserts,3,1,3,1.05,Sun,2023,Jul
CUS2315,44640,Chicago,Michigan Avenue,Loop Latte Lounge,COF001,Tea Beverages,2.5,2,5,1.75,Sun,2022,Mar
CUS2316,44443,Seattle,Pike Place,Perk Café,TEA001,Desserts,4.25,1,4.25,1.4875,Sat,2021,Sep
CUS2317,45043,Seattle,Pike Place,Perk Café,SPC001,Sandwiches ,3.1,2,6.2,2.17,Thu,2023,Apr
CUS2318,44308,Seattle,Pike Place,Perk Café,SPC001,Sandwiches ,3,2,6,2.1,Thu,2021,Apr
CUS2319,44414,New York,Central Park,TSQ Brew,TEA001,Coffee Beverages,2.5,1,2.5,0.875,Fri,2021,Aug
CUS2320,45264,Austin,Central Park,Delight Café,SND001,Tea Beverages,3.1,2,6.2,2.17,Mon,2023,Dec
CUS2321,45026,New York,Brooklyn,Sip & Savor,CLD001,Cold Drinks,3.5,1,3.5,1.225,Mon,2023,Apr
CUS2322,44459,Los Angeles,Venice Beach,Beach Cafe,COF001,Coffee Beverages,2,1,2,0.7,Mon,2021,Sep
CUS2323,44529,Chicago,Michigan Avenue,Loop Latte Lounge,SPC001,Coffee Beverages,4.5,1,4.5,1.575,Mon,2021,Nov
CUS2324,44260,Los Angeles,Hollywood Hills,Hills Cafe,SND001,Cold Drinks,3.5,1,3.5,1.225,Fri,2021,Mar
CUS2325,44539,Los Angeles,Venice Beach,Beach Cafe,SND001,Desserts,2,2,4,1.4,Thu,2021,Dec
